 written on 13Mar2024 at 17:28:48 
           9
         597
    4    3    4    3    2    1    2    3    1    1    1    2    2    1    1
    1    3    2    1    2    3    4    2    1    2    2    1    1    1    2
    2    1    1    1    1    1    2    4    1    1    1    1    1    1    1
    4    2    1    1    1    1    1    2    2    1    1    1    2    2    1
    2    4    3    3    1    1    1    2    2    1    1    1    1    1    2
    3    1    1    1    1    1    1    1    3    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    3    1    1    1    1
    1    1    1    3    2    1    1    1    1    1    2    2    1    1    1
    3    3    4    2    1    1    1    3    4    1    1    1    1    1    1
    1    4    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    4    1
    1    1    1    1    1    1    4    3    1    1    1    2    4    2    1
    2    2    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    2    2    1    2    3    2    1    1    1    2    3
    1    1    1    1    1    1    1    3    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    3    1    1    1    1    1    1    1    3    2    1
    1    1    2    3    2    1    2    2    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    2    2    1    2    4
    2    1    1    1    3    4    1    1    1    1    1    1    1    4    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    4    1    1    1    1
    1    1    1    4    3    1    1    1    2    4    3    3    1    1    1
    2    2    1    1    1    1    1    2    3    1    1    1    1    1    1
    1    3    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    3    1    1    1    1    1    1    1    3    2    1    1
    1    1    1    2    2    1    1    1    3    3    4    2    1    2    2
    1    1    1    2    2    1    1    1    1    1    2    4    1    1    1
    1    1    1    1    4    2    1    1    1    1    1    2    2    1    1
    1    2    2    1    2    4    3    2    1    2    3    1    1    1    2
    2    1    1    1    3    2    1    2    3    4    3    4
   -6    2   -4    1    1    0.004545   -0.000000
   -6    2   -4    2    1    0.000520    0.000000
   -6    2   -4    3    1    0.004815   -0.000000
   -6    2   -4    4    1   -0.000320   -0.000000
   -6    2   -4    5    1   -0.000520    0.000000
   -6    2   -4    6    1   -0.000000    0.000000
   -6    2   -4    7    1   -0.000000   -0.000000
   -6    2   -4    8    1   -0.000320   -0.000000
   -6    2   -4    9    1    0.000000    0.000000
   -6    2   -4    1    2   -0.000320    0.000000
   -6    2   -4    2    2    0.002856    0.000000
   -6    2   -4    3    2   -0.000520    0.000000
   -6    2   -4    4    2   -0.000288    0.000000
   -6    2   -4    5    2    0.003493   -0.000000
   -6    2   -4    6    2    0.000474    0.000000
   -6    2   -4    7    2   -0.000004   -0.000000
   -6    2   -4    8    2   -0.000288    0.000000
   -6    2   -4    9    2   -0.000006    0.000000
   -6    2   -4    1    3    0.004815   -0.000000
   -6    2   -4    2    3    0.000320    0.000000
   -6    2   -4    3    3    0.004545   -0.000000
   -6    2   -4    4    3   -0.000520    0.000000
   -6    2   -4    5    3   -0.000320   -0.000000
   -6    2   -4    6    3   -0.000000    0.000000
   -6    2   -4    7    3   -0.000000   -0.000000
   -6    2   -4    8    3   -0.000520    0.000000
   -6    2   -4    9    3    0.000000    0.000000
   -6    2   -4    1    4    0.000520    0.000000
   -6    2   -4    2    4   -0.000288   -0.000000
   -6    2   -4    3    4    0.000320   -0.000000
   -6    2   -4    4    4    0.002856   -0.000000
   -6    2   -4    5    4    0.000288   -0.000000
   -6    2   -4    6    4   -0.000005    0.000000
   -6    2   -4    7    4    0.000000    0.000000
   -6    2   -4    8    4   -0.003493   -0.000000
   -6    2   -4    9    4   -0.000473    0.000000
   -6    2   -4    1    5    0.000320    0.000000
   -6    2   -4    2    5    0.003493    0.000000
   -6    2   -4    3    5    0.000520    0.000000
   -6    2   -4    4    5    0.000288   -0.000000
   -6    2   -4    5    5    0.002856    0.000000
   -6    2   -4    6    5    0.000473    0.000000
   -6    2   -4    7    5   -0.000004   -0.000000
   -6    2   -4    8    5    0.000288    0.000000
   -6    2   -4    9    5   -0.000006    0.000000
   -6    2   -4    1    6    0.000000   -0.000000
   -6    2   -4    2    6   -0.000473   -0.000000
   -6    2   -4    3    6    0.000000   -0.000000
   -6    2   -4    4    6    0.000006    0.000000
   -6    2   -4    5    6   -0.000474   -0.000000
   -6    2   -4    6    6    0.000018   -0.000000
   -6    2   -4    7    6   -0.000001    0.000000
